Sentiments,Tweets
Negative,I'm sorry I can't imagine giving a shit in being the year of our lord 2020
Negative,I'm sorry I actually can't imagine myself giving a single shit though in this the year of our lord 2020
Negative,I'm sorry they can't imagine showing a shit in this the year of our for 2020
Negative,@Treyarch I pre-ordered black ops cold War and it won't let me play the beta
Negative,@ Treyarch I've pre-ordered Black Ops Cold War and it won't let me play the beta
Negative,@ Treyarch I pre-ordered black ops Cold War and it won't let me play the beta
Negative,@Treyarch I honor-ordered black ops cold War and it won't let me play via beta
Negative,Jeremy @Treyarch I pre - ordered black ops cold before War Games and it won't let even me play the beta
Positive,It’s official I’m hyped .   
Positive,It's official that I'm being hyped up.
Positive,"It's official, I'm hypnotized."
Positive,It’s official as hyped.
Positive,It ’ s s official so I ’ m hyped.
Positive,It’s that I’m hyped.
Positive,Cant wait
Positive,Can't wait
Positive,Cant wait
Positive,Cant<unk>
Positive,It Cant wait
Positive,Cant Tell
Positive,"I was just talking about this on my stream I was, I was talking about when it would be released and if it was delayed with the world's current situation.  "
Positive,"I just talked about it in the stream I just had, I talked about when it would be released and whether it would be delayed with the current situation in the world."
Positive,"I was just talking about it in my stream, I was talking about when it would be released and whether it would be postponed because of the current situation in the world."
Positive,"I was just thinking about this on video stream which was, I was talking about when it would be released and if it was delayed with the world's current situation."
Positive,"I was just talking seriously about this on which my stream I was, I was talking about when it would be safely released and if it was delayed together with the world'i s current current situation."
Positive,"I were just talking about depending on my stream this was, I was talking about when it would be released and if it were delayed with my world's current situation."
Positive,This would be an awesome birthday girft for @LostMyFox1 and myself. Figers crossed for an xbox copy.
Positive,That would be a great birthday present for @ LostMyFox1 and me.
Positive,It would have been an amazing birthday for @ LostMyFox1 and me.
Positive,This would be an awesome birthday presents for @LostMyFox1 and myself. Figers asking for an xbox copy.
Positive,This would be called an awesome birthday girft celebration for @LostMyFox1 and myself. the Figers crossed for an online xbox copy.
Positive,is would be an awesome birthday girft for @LostMyFox1 and myself. Figers crossed for something affordable copy.
Positive,Fuck sleep. Gotta watch the reveal trailer for COD black ops cold War later at 1am. pic.twitter.com/qOStNZf1pz
Positive,Watch the revealing trailer for COD black ops cold war later at 1am. pic.twitter.com / qOStNZf1pz
Positive,"Fuck sleep. Watch the trailer for the Cold War movie ""Black Hole"" later in 1am. pic.wikipedia.org / qOStNZf1pz"
Positive,Fuck sleep. Gotta watch the reveal trailer for COD black ops cold War later at 1am. pic.twitter.com/qOStNZf1pz
Positive,J Fuck sleep. Gotta watch the reveal trailer for COD black ops cold War later at 1am. pic.twitter.com/qOStNZf1pz
Negative,Am I the only one who thinks Black Ops Cold War kill notifications/health bars look incredibly distracting? Maybe make them 50% smaller and change the color to something else that is not white.
Negative,Am I the only one who thinks that Black Ops kill notifications / health bars are incredibly distracting? Make them maybe 50% smaller and change the color to something else that is not white.
Negative,Maybe make them 50% smaller and change color to something other than white?
Negative,Am I the only one just thinks Black Ops Cold War kill notifications/health bars look incredibly bad? Maybe make them 50% smaller just change the color to something else that is not white.
Negative,Am I the only one who obviously thinks these Black Ops Cold War kill notifications / health bars look rather incredibly distracting? 65 Maybe make them 50 % the smaller and... change the color to something else that clearly is so not white.
Negative,Am I then only one who thinks Black Ops Cold drinks party notifications/health bars look too distracting? Maybe make them look smaller and change the color of something else that is not white.
Positive,Nice little Pellington clip. The sniping in Cold War is so satisfying. .  
Positive,Cute little Pellington clip: Cold War snipers are so satisfying.
Positive,Nice little clip of Pellington. Cold War sniping is so nice...
Positive,Nice little Pellington clip. The sniping in Cold Brew is so satisfying..
Positive,Nice as little Pellington clip. The sniping campaign in Cold War Germany is so satisfying..
Positive,Nice little movie clip. Your sniping through Cold War is so satisfying..
Positive,No Search and Destroy? Wow!
Positive,No search and destruction? Wow!
Positive,No Search and Destruction? Oops!
Positive,No Search and Destroy? Welcome!
Positive,No Search and Destroy? « Wow!
Positive,No<unk> and Destroy? Wow!
Positive,The Hole in
Positive,"Now that’s cool asf, campaign seems to be shaping up pretty nicely twitter.com/charlieINTEL/s…"
Positive,"Well that's cool asf, campaign seems to be developing pretty well twitter.com / charlieINTEL / s..."
Positive,"Now that is cool, the campaign seems to be gathering momentum."
Positive,"Now that’s cool asf, campaign seems to be shaping up pretty nicely twitter.com/charlieINTEL/s…"
Positive,"and Now that’s cool asf, campaign seems to be shaping up pretty nicely twitter.com/charlieINTEL/s…"
Negative,looks ass ngl
Negative,looks ass ngl
Negative,It looks stunning.
Negative,looks / ngl
Negative,looks ass w ngl
Negative,looks pretty ngl
Positive,Really enjoyed the event in  
Positive,Really enjoyed the event in
Positive,Really enjoyed the event in
Positive,Really putting the event in
Positive,Really you enjoyed the event in
Positive,Really enjoyed the event about
Positive,That was hands down.....the most incredible in-game event/game reveal...I’ve ever experienced. This absolutely trashed ANYTHING Fortnite did in game... wow I wish I had been streaming this .   
Positive,"That was the most incredible revelation in a game... I've ever experienced. It absolutely destroyed EVERYTHING Fortnite did in the game... wow, I wish I had streamed that."
Positive,It was the most incredible in-game event / game I've ever experienced. It's absolutely devastating ANYTHING that Onita did in the game... it's a pity I didn't broadcast it live.
Positive,That was hands down.....the greatest incredible in-game event/game reveal...I’ve really experienced. This absolutely exceeded ANYTHING we did in game... wow I wish I had been streaming this.
Positive,That was hands down..... the 2nd most truly incredible in - life game event / game reveal... I would ’ ve ever experienced. This absolutely amazing trashed ANYTHING Fortnite video did in game... wow and I so wish I even had been actually streaming this.
Positive,That get my down.....the seriously incredible in-game ending/game reveal...I’ve ever experienced. This absolutely trashed ANYTHING Fortnite had in 2010... wow I wish I had kids at this.
Positive,Sniper look smooth af on blackops cold war thank God.  
Positive,"Snipers, thank goodness, look slick on Blackops in the Cold War."
Positive,"Snipers look smooth on Cold War blackouts, thank God."
Positive,Sniper look completely af on blackops cold war thank God.
Positive,Sniper look smooth af on what blackops cold as war thank fucking God.
Positive,Sniper look smooth af on your cold war thank you.
Negative,The base weapons of black ops Cold War are so ass 🥴
Negative,Cold War Black Ops' basic weapons are so good
Negative,"Cold War Black Hawk's Basic Weapon Is a So-called ""ass"""
Negative,The cyber weapons of black ops Cold War are so ass 🥴
Negative,T The defense base weapons of black ops Cold War are so ass [UNK]
Negative,The base weapons of black ops Cold War Not so good <unk>
Positive,Just some fun!  
Positive,Just a bit of fun!
Positive,Just some fun!
Positive,Just some love!
Positive,the Just some fun!
Positive,Just some pictures!
Positive,"A Win for Verdansk's finest.. . ""Mil-sim"". .  "
Positive,"A win for the best Gdansk.. ""Mil-sim."""
Positive,Winning shot: Wernblum (Milesim).
Positive,"A Win for Verdansk's Russia. ""Mil-sim"".."
Positive,"After A Quick Win for Verdansk'man s finest... "" Lord Mil - sim "".."
Positive,"A Song for Dave's Dream... ""Mil-sim"".."
Positive,I am beyond excited for black ops cold war.
Positive,I'm more than excited for the Cold War.
Positive,I am not enthusiastic about the Cold War.
Positive,I am particularly excited for black ops cold war.
Positive,Now I myself am beyond excited for black ops cold war.
Positive,I is beyond excited for black ops cold war.
Positive,I just realized look how fucking big that map is my nigga
Positive,I just realized how damn big this map is my ebony
Positive,I just realized look how fucking big that map is my nigga
Positive,I just realized look how fucking big your map is my nigga
Positive,and I also just realized look how fucking big that map is my nigga
Positive,I get realized is how fucking big that map is my nigga
Positive,"i cant wait man, i just hope it’s a good cod"
Positive,"I can't wait, man, I just hope it's a good cod"
Positive,"i cant wait man, i just hope it's a good cod"
Positive,"i cant wait man, i just hope it’s a good cod"
Positive,"i cant wait man, say i just... hope it ’ s a good good cod"
Positive,"i gonna wait man, i just hope up a good cod"
Positive,Still my favorite CoD teaser EVER! 🥰. twitter.com/Call0fDutyWiki…
Positive,Still my favorite CoD teaser EVER!. twitter.com / Call0fDutyWiki...
Positive,Still my favorite CoD teaser EVER!.
Positive,Still my favorite CoD teaser EVER! 🥰. twitter.com/Call0fDutyWiki…
Positive,IBM Still my favorite CoD teaser EVER! 🥰. twitter.com/Call0fDutyWiki…
Negative,Yikes. I have to pay more to play on both consoles? Fuck man.  
Negative,Yikes. I have to pay more to play on both consoles? Fuck man.
Negative,"Yes, do I have to pay more to play on both consoles?"
Negative,Yikes. I have it pay more to play on both consoles? Fuck man.
Negative,Yikes. I have decided to pay you more to play on both consoles? Mr Fuck man.
Negative,Yikes. you have to pay more to play the both consoles? Fuck man.
Negative,Holy Fucking Shit!!! Yes!!!!
Negative,Holy shit!!! Yes!!!!
Negative,Holy Fucking Shit!!! Yes!!!
Negative,Holy Holy Shit!!! Yes!!!!
Negative,Holy Fucking Jesus Shit!!! Oh Yes!!!!
Negative,Holy Fucking Shit!!! At
Positive,This looks really cool
Positive,This looks really cool
Positive,It looks very cool
Positive,This looks kinda cool
Positive,This kid looks really cool
Positive,This way really cool
Positive,"So the black ops cold war stream lady night was a busy due to technical issues, still played it off camera and enjoyed every second of it. I haven't had this much fun in a cod game since ww2."
Positive,"So Black Ops Cold War Stream Lady Night was very busy due to technical problems, still playing it off camera and enjoying every second of it. I haven't had that much fun playing cod since WW2."
Positive,"So the evening of ""The Lady from the Cold War"" was busy due to technical problems, still playing behind the camera and enjoying every second."
